Term DocID TF Positions
number 4 29 2270,3189,5106,6239,6263,6927,9150,11764,13472,13523,13645,15822,16328,18957,22372,23246,23325,23894,24140,25625,26403,30911,31396,33000,33011,41425,43320,48442,48615
numer 4 6 1403,14001,16807,44330,46165,46317
nurs 4 16 1148,3283,10060,13218,14575,14586,27870,27931,27974,31956,31981,32495,32501,39464,39469,39503
nurtur 4 2 661,34739
nutrit 4 17 957,1049,1455,4997,6635,6876,9394,25926,25952,25996,26042,26082,26150,33500,33521,33632,33692
nutriti 4 1 24325
nwaoha 4 1 22260
ny 4 2 9242,9473
nyayiemi 4 1 42772
nyc 4 7 9330,10668,11627,11687,32388,45545,46123
nyha 3 5 1289,1377,1387,1588,1805
nyovani 4 2 14842,32879
oakland 4 6 7998,8044,10941,47484,47502,47521
obes 4 12 873,917,931,1041,1081,16271,16783,16964,25977,33545,41676,41680
object 4 36 2253,2450,3899,4366,5861,6652,8849,13940,14611,14765,14774,16790,18210,21030,21969,22273,23221,23457,26016,26237,26530,29712,30550,30991,32887,36733,36766,40134,42283,42812,44471,44474,44492,47112,47959,48252
observ 4 25 12072,14083,14127,14164,14179,15599,15667,15739,15753,17671,17704,17790,18219,21259,22050,22245,22528,22582,24668,24923,25693,25835,33178,45691,45776
obstacl 4 2 300,47690
obstetr 4 3 5910,20101,43336
obtain 4 11 5920,17168,24836,33020,33690,36579,37674,37706,38617,47706,49624
obvious 4 1 8707
occas 4 1 41111
occup 4 15 23201,23237,23399,24066,24170,32443,36257,36301,36354,36415,41548,46132,46156,46313,46336
occupi 4 1 13528
occur 1 2 65,375
occur 4 18 4749,7616,8643,10075,10131,23359,23375,30103,35200,45722,45728,45741,45786,46200,47207,47947,48170,49239
occurr 4 2 4649,24930
oct 4 2 6688,40207
octopus 1 1 355
odd 4 13 8091,12331,13837,16015,16031,16084,25285,28878,36381,39126,39181,39268,39735
odewunmi 4 1 47644
odom 4 1 44221
offend 4 1 4709
offer 4 19 984,2743,4288,4700,4857,4952,8877,12115,19659,20861,26392,26708,27963,30542,41126,41248,41269,41737,49119
offic 4 13 21414,27703,29148,34009,34032,35730,37685,42757,44864,46135,46158,46429,47107
offici 4 14 793,3052,6376,6461,11519,27831,27859,28583,28646,28651,29494,33254,44858,44966
ofhhhad 4 1 6736
ogollah 4 1 14847
ogunaik 4 1 22263
okonkwo 4 1 22941
olaolorun 4 1 47918
old 4 2 32672,32756
older 2 3 35,58,343
older 4 20 2788,10544,10582,10736,10870,10904,11595,11633,13456,13608,18923,18959,18988,19116,19245,31055,31075,31189,32230,41098
oldham 4 1 15603
oleg 4 2 9686,27042
oliv 3 1 2785
oliv 4 2 7217,47641
oliveira 4 1 26489
oluwaseun 4 1 47649
omili 4 1 30536
ompad 4 4 11611,15344,18477,45057
ongo 3 1 2293
ongo 4 5 21643,30245,44293,45613,45823
onion 4 1 45299
onlin 4 14 9034,25915,26070,26073,26842,29080,29624,29725,29808,29827,29845,29979,29989,30342
onset 1 2 62,372
onset 4 4 11703,11724,11777,48587
ontario 4 5 16766,36472,36532,36550,36714
open 4 19 7466,7472,7504,7578,7582,7591,7683,7704,7714,8733,8913,8960,9002,19091,24920,26689,37660,38483,48905
oper 4 8 7461,8786,8906,18833,28524,34147,42025,42640
operation 4 1 2827
opinion 4 1 49455
opportun 4 13 3343,25039,25053,25166,26454,27939,28619,30714,33648,35471,38989,41371,46009
oppos 4 1 47858
opt 4 4 4633,4663,4717,4792
optim 3 1 1318
optim 4 7 7443,19205,19301,19331,31486,32250,33691
option 4 2 17718,20051
ora 4 1 22340
oral 1 1 579
oral 2 3 264,306,393
oral 4 4 4,8,24515,24585
orang 4 1 45294
order 4 23 1641,3381,3658,6250,9774,10838,14945,15688,15717,19827,25055,25105,25738,28050,35783,35839,40400,40518,45598,46153,46810,47443,48124
ordin 4 1 14942
organ 4 29 631,743,2000,5639,6414,6439,6642,9536,10830,11534,15331,15557,21202,24465,29192,31241,33391,33856,34459,34563,35017,35036,35123,37353,42494,42595,42930,45934,45978
organiz 4 5 7202,7300,7380,7409,28409
orient 4 5 8503,26794,26859,26988,43590
origin 4 9 5841,13103,24809,36484,36605,36657,36707,37834,38139
orphan 4 1 36010
otai 4 1 42745
otit 4 1 47640
ottawa 4 14 8133,8171,8290,16191,16227,16448,16983,17013,17053,17128,17187,17193,17243,27891
outbreak 4 3 32395,32493,32504
outcom 2 2 73,417
outcom 3 3 1202,1624,2290
outcom 4 56 533,741,2813,2829,2832,2854,3067,3072,7501,10524,11801,12242,12756,14035,14269,16859,16981,17042,17251,17290,17816,17843,17990,18160,18656,19173,19184,20247,21137,21420,22385,22855,24209,26109,28258,28661,31679,32331,35229,35299,35912,36509,36719,36778,36890,37098,40057,40537,40564,40594,40677,40732,40754,41360,43887,47045
outdoor 4 2 14709,31414
outlet 4 7 16398,16407,16457,44342,44401,44427,44961
outlin 4 2 34972,46013
outpati 4 3 5293,39136,40250
outreach 4 15 775,8807,13122,13139,13176,13214,13268,16529,16609,20307,22214,34311,34328,34336,34470
outspoken 4 1 46790
outweigh 3 1 1036
outweigh 4 1 29345
overarch 4 1 32786
overburden 4 1 42900
overcom 4 3 16689,26863,36148
overdos 4 3 13873,39811,41998
overlap 4 1 14110
overlay 4 1 17286
overnight 4 1 22822
overview 4 4 2076,36265,41505,49494
overweight 4 1 41674
overwhelm 4 1 23148
ovidio 3 1 2782
own 4 1 44363
owner 4 2 13527,44404
ownership 4 5 10413,16838,17629,28056,30707
ozor 4 1 30538
pa 1 1 1235
pa 4 1 8492
pace 4 2 9796,25680
pacif 4 1 10690
pack 4 2 9880,16052
packag 4 2 29196,47231
packer 3 1 1004
page 4 1 32436
pah 4 2 24385,24437
paho 4 4 42469,42576,42648,42696
paid 4 4 14883,15501,35685,48766
paig 4 1 28755
pain 1 5 33,64,272,374,988
pain 4 5 13650,37784,37792,37805,37869
paint 4 3 1909,35583,35595
pair 4 2 3742,9644
pakistan 4 4 5786,5799,5837,6062
palat 4 7 24500,24507,24511,24531,24548,24660,24665
palepu 4 1 7478
palmit 4 4 29198,29212,29253,29329
pamela 4 2 18706,42749
pan 4 1 42491
pandem 4 3 32386,32508,32578
panel 4 1 11290
paolo 1 1 1336
pap 4 3 32208,32274,37500
paper 4 24 2586,3417,3444,18979,20703,20745,20784,20849,20869,24974,27904,28037,28268,30127,30214,33930,36261,36304,38100,42285,44520,46916,48481,49472
paperwork 4 1 34572
paradigm 4 2 42282,44458
parallel 3 1 1752
parallel 4 2 25669,39471
paramet 4 1 49426
paraphernalia 4 1 15765
parasit 4 7 23429,23470,23534,23569,23586,23603,23652
parastern 1 1 873
parent 4 31 16,75,138,172,211,242,863,914,939,995,1072,1089,4033,5896,5944,5984,6000,10437,14056,14107,14159,25254,33610,37314,37363,37452,37469,37517,41695,48414,48431
parenteau 4 2 8137,17004
pari 4 3 12875,12885,13038
parikh 4 1 10554
parish 4 2 31955,31980
parisian 4 2 12946,13076
pariti 4 5 15019,15055,18084,24634,43291
park 4 6 3183,4193,6913,16854,25937,49350
parker 4 2 19158,34931
parson 4 1 12435
part 3 2 827,1995
part 4 13 4394,5844,7001,7707,8513,8762,12921,13223,23180,30415,39970,41718,44141
partcipatori 4 1 35490
partha 4 3 19788,28448,33212
partho 4 1 559
partial 3 1 233
partial 4 1 46190
particip 1 4 1204,1259,1276,1298
particip 3 1 2369
particip 4 95 1431,1964,2006,2031,2840,2852,2883,3011,4974,5030,5081,5108,5121,5408,5433,5522,7927,7988,8023,8093,8120,8517,8543,8607,11387,11392,11442,11544,11641,11653,11707,11728,11958,11995,12030,12063,12081,12091,12516,13765,14666,14689,15983,16502,16590,16632,16663,16692,16816,17397,18250,18844,18875,20348,20379,20527,20559,20589,20623,20762,22217,23295,23832,27243,27473,27496,27555,27563,27575,28814,28959,29034,29833,31286,31347,31418,31852,32971,35359,36368,39509,40415,40445,41604,41655,41713,43592,43806,43845,46903,46937,47030,47061,48309,49691
participatori 4 13 8124,8347,11356,28007,28043,32741,33477,33839,34156,34902,35525,35701,44056
partner 4 41 538,857,908,5348,6404,6464,6641,10046,10072,10124,11345,18459,18496,18563,18571,18611,18915,22619,22682,22710,22757,22774,22819,22874,22882,22899,23877,23897,38052,40956,47790,47795,48717,48767,48831,48834,48855,48864,48880,48916,48945
partnership 4 19 814,5631,5667,11336,13194,17650,17653,24253,27885,31813,31949,33990,34054,34195,34220,34361,34758,42804,45394
partum 4 3 3668,3765,3791
pass 4 3 46124,46273,46684
passer 4 1 24067
passiv 4 6 25221,25259,25292,25358,25507,25531
passman 4 1 3584
past 2 1 232
past 4 20 21792,22801,32200,32213,32239,34277,35675,36246,37732,37754,37939,38921,38965,39440,40923,40958,41011,41450,44588,48882
patent 1 2 140,504
patern 4 1 5871
pathogen 4 1 23423
pathogenesi 3 1 673
pathogenet 3 1 875
patholog 3 2 689,801
pathophysiolog 4 1 23139
pathway 4 11 2622,11849,11882,11920,12119,12487,14246,14274,15642,16624,21141
patient 1 6 561,696,974,1004,1112,1192
patient 2 3 54,406,438
patient 3 37 12,103,139,182,484,678,696,761,987,1023,1169,1191,1197,1313,1385,1555,1628,1660,1687,1768,1777,1797,1944,1952,1986,2031,2090,2116,2232,2252,2323,2436,2471,2506,2659,2689,2763
patient 4 90 360,426,453,469,532,1798,5230,5314,9707,9753,9830,9894,9915,10011,20400,21506,22289,22345,22375,22431,26362,26414,26429,26441,26465,26545,26615,26630,26749,26761,27065,28365,29461,29654,29711,29728,29739,29756,29760,29956,29985,29994,30150,30189,30248,30815,30860,30894,30913,31006,31012,31030,31068,31077,31153,31167,31190,32487,32524,37017,37042,37097,37120,37131,37153,37192,37218,37233,37292,37299,37302,39016,39106,39141,39187,40219,40255,40307,40335,41151,41253,41264,41283,45426,47181,49527,49613,49619,49643,49780
patierno 4 1 49535
patricia 4 5 6103,14251,24275,32360,44776
pattern 4 21 12693,17300,17354,17481,17528,32146,33173,37952,38362,39874,41830,41895,44563,47019,47150,47250,47264,47282,47540,47625,47798
patterson 4 2 32,2950
patwari 4 1 6589
pauciti 3 1 2008
pauciti 4 1 10589
paulin 4 1 38173
pay 4 3 19020,29330,37815
payor 4 1 488
pc 4 1 9994
pca 4 1 15205
pcmc 4 2 21954,22052
pcp 4 5 311,316,46911,46929,47059
pcps 4 4 46938,46973,46997,47031
pcs 4 1 9766
pda 4 1 27529
pdas 4 5 27430,27520,27558,27573,27579
peak 1 1 597
peculiar 1 2 28,1073
peculiar 4 1 2535
pedagog 4 1 27139
pedagogi 4 1 9322
pedestrian 4 1 4224
pediatr 4 7 405,3620,6914,7144,7965,15634,47377
peer 4 7 3218,4001,4911,8504,9341,37969,47651
pehka 4 1 12680
pelek 4 1 48295
pellet 3 3 389,434,437
pennsylvania 4 3 8430,19390,46870
pension 4 2 18969,19135
peopl 4 36 571,2576,3514,5120,5829,6055,6369,9291,11542,12465,13157,15915,16335,16349,19810,20197,22963,25802,26300,27060,27493,29410,30328,30383,30425,31307,31663,34681,40126,40643,40705,41129,45567,48903,49065,49109
pepper 4 1 4596
perceiv 4 15 12041,12866,12974,13043,13070,14508,14536,14613,14763,14776,14793,29719,29972,38203,44358
percent 2 12 161,180,183,200,203,222,252,299,311,332,348,369
percent 4 20 4376,4380,4440,4458,4474,4476,4492,13583,15125,15721,16107,23370,30321,30339,32183,37722,39705,44910,47590,49159
percentag 4 6 6770,11757,14741,22042,29069,31718
percentil 4 1 15706
percept 4 29 2032,10381,11966,12087,12483,12611,14061,14113,14148,14162,14209,14638,14725,20905,20942,21035,21087,21130,25790,29474,29647,29704,33940,33954,37991,44510,47907,47968,47989
perform 1 4 559,1231,1236,1241
perform 4 16 12772,13467,13483,18239,20372,22058,24197,26409,31348,33063,35901,36577,40618,40739,42946,48216
perimet 4 1 46445
perinat 4 1 18910
period 3 3 453,1160,1404
period 4 14 1681,1745,3262,6855,17917,20084,22296,22379,24114,26340,29018,36333,47952,49281
peripher 3 1 286
permanent 4 1 7349
permata 4 1 48281
permiss 4 1 2054
permit 4 1 19713
perpetr 4 8 1114,1169,18272,18515,18556,18619,18662,47845
perquisit 4 1 15173
persand 4 1 30040
persecut 4 1 6939
persist 1 2 649,855
persist 4 2 10337,29022
person 4 27 374,1247,1303,9263,9301,9982,10372,10639,11737,18960,22906,24052,27405,27427,29242,29288,31313,32546,32559,33681,38205,38612,38682,39043,39080,39147,44398
personnel 4 1 29408
perspect 3 1 2354
perspect 4 6 11915,12012,34524,37315,42173,49406
pertain 4 2 29076,48232
pervas 4 1 30083
pest 4 6 6089,6113,6126,6209,6255,6272
pesticid 4 3 6198,6220,24687
petal 4 1 48286
peter 4 3 16718,21557,46604
petersburg 4 2 27038,27142
peterson 4 1 39922
petroleum 4 1 25266
pg 4 5 18328,27172,27262,27328,27360
pg0 4 4 9961,13861,13868,13877
ph 4 2 26805,28123
pharmaci 4 1 13408
pharmacist 4 1 44854
pharmacolog 4 1 43445
phase 3 1 2423
phase 4 20 2456,2810,2818,2833,2890,2930,5577,7428,26315,28001,28009,28016,28715,34091,34114,34150,39522,43820,43828,43833
phd 4 85 262,265,268,1125,1131,1135,1140,2721,2724,2729,3601,3887,3891,4602,4841,7245,9443,9453,9695,10051,10276,10282,10550,10555,12189,12192,12196,12672,13397,13402,14567,14578,14589,15074,17574,17577,17581,17584,18708,19159,20118,20121,21530,21535,21539,23214,23218,25936,25939,25942,25948,27028,27034,27643,29140,29667,30978,30984,31229,32364,32629,33792,34496,35257,35499,36171,37024,37895,37898,37902,37910,39319,41309,41320,41324,41565,41569,43701,43965,44218,44223,44226,46358,46607,49536
phenomenon 4 2 18174,48984
phiit 4 1 27900
philadelphia 4 5 7795,7837,8491,35351,46853
philbin 4 1 44766
philcat 4 1 21280
philip 4 2 33,2951
philippin 4 6 21169,21184,21198,21208,21276,29372
phoenix 4 1 35354
phone 4 9 8845,8947,12939,13018,25611,25628,25654,25782,29578
photograph 4 2 16481,35609
photovoic 4 1 33947
php 4 1 8963
phq 4 1 10651
physic 4 56 960,1055,1452,4169,8178,8334,10743,11747,11836,13162,13246,13491,14069,14080,14180,14190,14354,14604,14647,14806,16299,16872,16898,16926,16942,17091,18177,18599,18620,19395,19450,19478,19487,19883,20944,21058,22805,24036,25928,25966,25999,26044,26083,26152,26698,31999,33704,35339,39427,42342,44396,44403,47406,47475,47535,49496
physician 3 1 1977
physician 4 5 310,7568,13647,26604,30906
physio 4 1 8275
physiolog 1 1 997
physiolog 4 1 24332
pictori 4 1 31572
pier 1 1 1345
pierotti 4 1 6102
pilgrim 4 4 24748,24775,24849,24887
pilot 3 1 1123
pilot 4 22 4657,6569,6627,6639,9730,12872,13063,15735,15832,21164,21403,26624,26724,28331,33122,33284,33973,35236,35317,39521,45003,48145
pimpri 4 2 21950,21965
pinho 4 2 26190,26492
pino 4 1 17822
pit 4 1 24918
pittsburgh 4 4 1375,1868,11873,16512
pivot 4 1 25819
pixilair 4 1 30939
place 4 19 8353,8572,10789,12214,12412,12463,12919,14919,17027,17422,17472,20395,24615,24957,31938,38386,40736,46186,48670
placebo 3 9 113,1148,1157,1189,1419,1447,1547,1605,1644
plagu 4 1 31873
plan 4 34 4092,4267,9142,9389,9578,12649,16953,17082,19288,19322,21451,24413,25154,28309,31003,33489,33688,33916,34163,38428,38698,42968,44298,45901,46104,46139,46176,46213,46221,46237,46751,46800,46827,47554
planet 4 1 9315
planner 4 1 4140
platform 4 1 35630
plausibl 4 1 2566
play 4 9 942,2434,11098,11202,19349,31612,37949,45503,47865
pleasant 4 2 20117,20342
plethora 4 1 30515
plural 4 1 24633
plwh 4 1 8755
pm 4 1 23378
pmps 4 5 21997,22035,22124,22145,22198
pnmr 4 6 49085,49144,49212,49226,49238,49274
pnrp 4 3 49532,49592,49823
pogorzelska 4 1 32358
point 3 1 1213
point 4 17 4739,9090,9954,9960,13275,17179,25607,26435,26683,26767,27280,27761,31593,36974,36981,47008,49681
poisson 4 4 24189,24603,24869,45626
polic 4 13 8045,14632,14677,17194,18391,44863,44944,46347,46369,46410,46428,46464,46502
polici 4 57 1599,1653,3134,3834,3840,4108,4196,4206,4214,4250,4271,4277,4280,4292,4307,4328,6372,6468,6488,6528,6553,8814,10630,10825,11190,11211,16167,17080,19126,19729,20862,21177,21186,25955,27001,28431,28471,28507,28561,28623,35760,36837,37035,42677,43568,44438,45983,46097,46865,48954,49041,49100,49136,49267,49293,49402,49470
policymak 4 3 8825,34503,34555
polit 4 9 6938,7606,24984,28407,28515,44937,44948,46051,46710
politician 4 1 44982
pollini 4 2 39574,44773
pollut 4 3 4176,25035,25540
polsker 3 1 362
polycycl 4 1 24382
polymer 3 1 399
pool 3 1 1771
poor 2 1 416
poor 4 50 570,2241,2575,6613,6884,9480,12335,12357,12569,14820,14888,14934,15027,15059,15158,15187,15231,15246,15397,18784,18924,19000,19839,20245,22848,25188,25227,25481,25962,28488,28501,28555,29488,29599,31527,32261,32309,33246,33320,34534,35870,35914,36000,37096,38526,38687,48214,48361,48469,48492
poorer 4 3 16236,25021,32118
poorest 4 1 15050
poornima 4 1 33505
pope 4 1 27416
popul 1 2 323,330
popul 3 5 51,155,643,2114,2604
popul 4 101 618,1202,1669,2486,2789,3671,4347,4614,4626,5172,5370,5693,6885,7309,7733,8096,8969,8976,9035,9058,9172,10732,11432,11433,12904,12922,12947,13077,14850,14982,15341,15457,15482,15512,15551,15577,16412,16699,17020,19419,20130,20408,20476,20513,20546,20603,20632,20697,21618,22343,25119,25709,26296,26801,26821,27057,27640,28495,28789,29091,29117,31704,32101,32151,32301,32334,32662,32699,32734,32882,33164,34051,34511,34627,35921,35961,36154,36208,36722,36781,36869,36885,37009,37176,37402,38229,39073,39377,40472,40840,41545,41779,44580,44599,45514,46728,46961,46994,47482,48534,48656
populac 4 1 30549
popular 4 1 27661
portal 4 2 31013,31168
portland 4 5 7226,7239,7251,7261,7372
pose 4 2 20164,28476
posh 4 2 1800,1822
posit 3 1 1027
posit 4 50 1961,3081,3326,4489,5519,5606,9185,10471,11858,11962,15211,18319,18351,19142,19260,19265,19292,19347,19447,19465,19475,19492,20757,21783,22065,23474,24890,24905,27059,27565,28616,29561,30388,31340,31375,31388,31462,31684,31713,32063,35451,36752,38862,38892,40125,40937,43263,44597,48095,48935
possess 4 1 14708
possibl 1 1 1042
possibl 4 1 8829
post 1 5 167,572,683,979,1045
post 2 2 36,436
post 3 2 2389,2421
post 4 13 3242,3258,3273,3295,3667,3764,3790,4730,4960,26353,31706,42355,46475
postdoctor 4 3 9690,27046,43578
poster 4 2 31573,38389
postmenopaus 1 3 225,243,1164
postneonat 4 2 49082,49280
postpartum 4 1 14373
postpon 4 1 20021
pot 1 1 351
potato 4 1 45298
potenti 4 19 7324,7602,9529,10025,10623,11396,12486,14390,15542,17462,21098,24681,32842,33096,34636,36294,37091,37464,46389
poundston 4 1 20427
pous 4 1 24896
poverti 4 34 19,158,181,189,226,749,2562,3340,6729,6753,9487,10407,10860,10912,11054,11073,11096,12971,13520,14347,14866,15723,18751,18776,18830,18867,20677,20856,23806,28483,42517,45140,46957,47024
powel 3 1 221
power 4 10 2654,6491,11062,19549,19710,22889,24231,28514,30878,32062
pqi 4 2 42854,42950
prabhat 4 2 555,19786
practic 3 1 2047
practic 4 50 1344,1563,3136,4334,4809,5395,5501,5851,7454,8654,18698,18898,19774,19798,19816,19825,19856,19873,19979,20027,27867,27921,27932,27942,27981,27993,28035,28088,28243,30957,31469,31501,31520,32323,33372,33676,35883,36847,37186,38553,38695,40477,44408,44870,45988,46867,46899,46930,47063,47851
practition 4 2 16669,21996
pragmat 4 1 8327
prather 4 1 33797
pre 1 2 112,466
pre 4 16 6695,9911,21658,22316,22414,22463,22488,22514,22543,22561,22576,22590,26351,30012,46474,48574
preadolesc 4 1 14046
precari 4 1 28503
preced 4 1 19942
precipit 4 1 7551
preclud 3 1 96
predefin 3 2 1201,1242
predict 4 10 2656,8089,10042,11700,14034,14152,14187,21606,33047,38924
predictor 3 1 593
predictor 4 28 1320,1340,2471,2507,3562,10151,10212,10611,10806,11587,11755,11821,12831,18406,19270,19326,19338,26516,31100,33059,38709,38775,38826,38980,43076,43181,43192,43278
predilect 1 1 1080
predispos 4 1 38758
predomin 4 5 3002,20722,28461,30750,45115
prefer 4 6 19881,36073,37185,43945,44195,46897
preform 4 1 1724
pregnanc 4 11 15016,17265,18159,20059,31498,31639,33368,43351,43405,48213,48617
pregnant 4 1 688
preimplement 4 1 7436
prelact 4 1 20045
preliminari 4 15 8102,12584,13317,14756,17728,23798,25798,26765,31421,33118,41021,41590,41871,43774,49256
prematur 4 3 17846,22985,37864
prenat 4 7 14479,43255,43300,43328,43354,48965,49043
prepar 1 1 1207
prepar 3 3 1339,2590,2755
prepar 4 8 9640,9900,29297,38379,38564,42441,46279,46310
prepared 4 8 19962,27637,27677,27830,45947,45998,46066,46574
prescrib 3 1 1982
prescript 4 1 20863
presenc 3 1 630
presenc 4 4 17465,17513,28534,37996
present 1 6 47,228,357,984,1020,1149
present 4 78 1154,1192,1497,1560,2072,2085,4244,4273,4313,6311,7444,8398,9110,9619,11231,12643,13059,15553,16273,16494,17274,18717,18887,20260,20302,20318,24224,25715,26957,27526,27614,30941,32834,33024,34011,34086,34198,34817,34865,35508,35732,35821,35855,36378,36408,36422,37164,37177,37487,38102,38417,38423,38508,38648,39396,39527,39987,40014,40030,40068,40115,40389,40487,41501,41589,41820,41932,42082,42130,42401,42698,43767,44417,46030,46524,47234,49392,49414
preserv 4 1 38571
presid 4 1 41314
press 3 1 2781
press 4 1 44820
pressman 4 2 30049,41082
pressur 1 1 411
pressur 3 1 2338
pressur 4 2 3219,35377
preterm 4 1 17961
pretest 4 1 26617
prevail 4 1 36708
preval 3 5 41,512,533,573,752
preval 4 39 1238,3968,4072,4368,4608,4641,6172,9070,9078,15902,16161,16706,16868,21335,21509,21583,22396,23426,23467,23532,23567,23583,24521,32180,32790,32903,33041,33105,33127,36101,36334,38018,40885,41554,41747,47623,47905,47963,48256
prevent 3 1 969
prevent 4 72 237,297,872,916,1042,1067,1343,3127,3897,4575,5452,7909,8452,8485,8506,8648,8717,10576,10600,10713,10809,13282,21909,22929,22999,23025,23068,23183,23294,23948,24338,24949,29151,30700,31626,32068,32163,32325,32648,33745,34184,34408,34437,34479,34529,34671,35001,35021,37345,37410,37619,37809,37827,38035,38044,38090,38250,38324,38345,38575,39000,39888,40130,41294,41373,41383,41390,43562,43900,43910,45449,47105
previous 3 1 1818
